"Count","Result","Time","Title","FullPath","LengthInKB","HexSignature","FileExtn","PotentiallyMalicious","ExtNoMatch"
"93","Extension not in DB","9/1/2018 12:37:26 AM","PlayerManagement.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 10\TicTacToe-Week10-Start\PlayerManagement.c","05","2369",".c","0","0"
"94","Extension not in DB","9/1/2018 12:37:26 AM","TicTacToe2D.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 10\TicTacToe-Week10-Start\TicTacToe2D.c","06","2369",".c","0","0"
"95","Extension not in DB","9/1/2018 12:37:27 AM","TicTacToe2D.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 10\TicTacToe-Week10-Start\TicTacToe2D.h","00","2364",".h","0","0"
"96","Extension not in DB","9/1/2018 12:37:26 AM","winbgi2.cpp","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 10\TicTacToe-Week10-Start\winbgi2.cpp","51","2f2f",".cpp","0","0"
"97","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W11-LEC-Dynamic-Memory-Allocation.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-Dynamic-Memory-Allocation.pdf","1094","2550",".pdf","0","0"
"98","Extension not in DB","9/1/2018 12:37:26 AM","function_address.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\function_address.c","00","2f2a",".c","0","0"
"99","Extension not in DB","9/1/2018 12:37:26 AM","function_pointer_array.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\function_pointer_array.c","01","2f2a",".c","0","0"
"100","Extension not in DB","9/1/2018 12:37:26 AM","grades_dynamic.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\grades_dynamic.c","01","2f2a",".c","0","0"
"101","Extension not in DB","9/1/2018 12:37:27 AM","grades_static.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\grades_static.c","00","2f2a",".c","0","0"
"102","Extension not in DB","9/1/2018 12:37:26 AM","linked_list.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\linked_list.c","01","2f2a",".c","0","0"
"103","Extension not in DB","9/1/2018 12:37:26 AM","sort_characters.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 11\ICT1002-W11-LEC-CodeExamples\sort_characters.c","01","2f2a",".c","0","0"
"104","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W12-LAB-Data-Structures-and-Files.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\ICT1002-W12-LAB-Data-Structures-and-Files.pdf","223","2550",".pdf","0","0"
"105","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W12-LEC-Files.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\ICT1002-W12-LEC-Files.pdf","938","2550",".pdf","0","0"
"106","Extension not in DB","9/1/2018 12:37:28 AM","graphics2.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\graphics2.h","08","2f2f",".h","0","0"
"107","Extension not in DB","9/1/2018 12:37:28 AM","GUI.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\GUI.c","04","2369",".c","0","0"
"108","Extension not in DB","9/1/2018 12:37:28 AM","GUI.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\GUI.h","01","2364",".h","0","0"
"109","Extension not in DB","9/1/2018 12:37:28 AM","Makefile","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\Makefile","01","4343","","0","0"
"110","Extension not in DB","9/1/2018 12:37:28 AM","PlayerLinkedList.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\PlayerLinkedList.c","03","2369",".c","0","0"
"111","Extension not in DB","9/1/2018 12:37:28 AM","PlayerLinkedList.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\PlayerLinkedList.h","00","d0a",".h","0","0"
"112","Extension not in DB","9/1/2018 12:37:28 AM","PlayerManagement.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\PlayerManagement.c","07","d0a",".c","0","0"
"113","Extension not in DB","9/1/2018 12:37:28 AM","PlayerManagement.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\PlayerManagement.h","00","2369",".h","0","0"
"114","Extension not in DB","9/1/2018 12:37:28 AM","TicTacToe2D.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\TicTacToe2D.c","06","2369",".c","0","0"
"115","Extension not in DB","9/1/2018 12:37:28 AM","TicTacToe2D.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\TicTacToe2D.h","00","2364",".h","0","0"
"116","Extension not in DB","9/1/2018 12:37:28 AM","winbgi2.cpp","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 12\TicTacToe-Week12-Start\winbgi2.cpp","51","2f2f",".cpp","0","0"
"117","Extension matches magic number","9/1/2018 12:37:28 AM","ICT1002 Lec3_2016.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 3\ICT1002 Lec3_2016.pdf","3661","2550",".pdf","0","0"
"118","Extension matches magic number","9/1/2018 12:37:26 AM","Lab 2.docx","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 3\Lab 2.docx","68","504b",".docx","0","0"
"119","Extension matches magic number","9/1/2018 12:37:26 AM","Lab 2.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 3\Lab 2.pdf","265","2550",".pdf","0","0"
"120","Extension not in DB","9/1/2018 12:37:26 AM","testData.txt","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 3\testData.txt","540","7079",".txt","0","0"
"121","Extension matches magic number","9/1/2018 12:37:28 AM","ICT1002 Lec4_Functional Abstraction and Decomposition.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 4\ICT1002 Lec4_Functional Abstraction and Decomposition.pdf","2067","2550",".pdf","0","0"
"122","Extension matches magic number","9/1/2018 12:37:26 AM","Lab 3.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 4\Lab 3.pdf","486","2550",".pdf","0","0"
"123","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002 Lec5_2016.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 5\ICT1002 Lec5_2016.pdf","1720","2550",".pdf","0","0"
"124","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002_Lab4.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 5\ICT1002_Lab4.pdf","410","2550",".pdf","0","0"
"125","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002 Lec6_2016.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 6\ICT1002 Lec6_2016.pdf","1641","2550",".pdf","0","0"
"126","Extension matches magic number","9/1/2018 12:37:25 AM","ICT1002_Lab5_2016.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 6\ICT1002_Lab5_2016.pdf","552","2550",".pdf","0","0"
"127","Extension matches magic number","9/1/2018 12:37:26 AM","Graphics Commands.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\Graphics Commands.pdf","474","2550",".pdf","0","0"
"128","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W8-LAB-Introduction-to-C-and-VS2015-2017_Tri1.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LAB-Introduction-to-C-and-VS2015-2017_Tri1.pdf","791","2550",".pdf","0","0"
"129","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W8-LEC-Introduction-to-C.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-Introduction-to-C.pdf","1495","2550",".pdf","0","0"
"130","Extension not in DB","9/1/2018 12:37:27 AM","datatypes.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\datatypes.c","01","2f2a",".c","0","0"
"131","Extension not in DB","9/1/2018 12:37:27 AM","enum.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\enum.c","01","2f2a",".c","0","0"
"132","Extension not in DB","9/1/2018 12:37:27 AM","fieldwidth.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\fieldwidth.c","00","2f2a",".c","0","0"
"133","Extension not in DB","9/1/2018 12:37:27 AM","gcd.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\gcd.c","00","2f2a",".c","0","0"
"134","Extension not in DB","9/1/2018 12:37:27 AM","gcd.py","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\gcd.py","00","6465",".py","0","0"
"135","Extension not in DB","9/1/2018 12:37:27 AM","hello.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\hello.c","00","2f2a",".c","0","0"
"136","Extension not in DB","9/1/2018 12:37:27 AM","scanf.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\scanf.c","00","2f2a",".c","0","0"
"137","Extension not in DB","9/1/2018 12:37:27 AM","struct.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\struct.c","00","2f2a",".c","0","0"
"138","Extension not in DB","9/1/2018 12:37:27 AM","sum.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\ICT1002-W8-LEC-CodeExamples\sum.c","00","2f2a",".c","0","0"
"139","Extension not in DB","9/1/2018 12:37:26 AM","graphics2.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\graphics2.h","08","2f2f",".h","0","0"
"140","Extension not in DB","9/1/2018 12:37:26 AM","GUI.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\GUI.c","04","2369",".c","0","0"
"141","Extension not in DB","9/1/2018 12:37:26 AM","GUI.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\GUI.h","01","2f2f",".h","0","0"
"142","Extension not in DB","9/1/2018 12:37:26 AM","Makefile","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\Makefile","01","4343","","0","0"
"143","Extension not in DB","9/1/2018 12:37:26 AM","TicTacToe.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\TicTacToe.c","03","2369",".c","0","0"
"144","Extension not in DB","9/1/2018 12:37:26 AM","TicTacToe.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\TicTacToe.h","00","2364",".h","0","0"
"145","Extension not in DB","9/1/2018 12:37:26 AM","winbgi2.cpp","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 8\TicTacToe-Week8-Start\winbgi2.cpp","51","2f2f",".cpp","0","0"
"146","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W9-LAB-Functions-and-Arrays.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LAB-Functions-and-Arrays.pdf","522","2550",".pdf","0","0"
"147","Extension matches magic number","9/1/2018 12:37:26 AM","ICT1002-W9-LEC-Program-and-Memory-Organisation.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-Program-and-Memory-Organisation.pdf","1597","2550",".pdf","0","0"
"148","Extension not in DB","9/1/2018 12:37:26 AM","lecture slide 37.txt","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\lecture slide 37.txt","00","2369",".txt","0","0"
"149","Extension not in DB","9/1/2018 12:37:26 AM","addition.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\addition.c","00","2f2a",".c","0","0"
"150","Extension not in DB","9/1/2018 12:37:26 AM","array.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\array.c","00","2f2a",".c","0","0"
"151","Extension not in DB","9/1/2018 12:37:26 AM","call_by_value.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\call_by_value.c","00","2f2a",".c","0","0"
"152","Extension not in DB","9/1/2018 12:37:26 AM","coercion.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\coercion.c","00","2f2a",".c","0","0"
"153","Extension not in DB","9/1/2018 12:37:26 AM","file_block_scope.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\file_block_scope.c","00","2f2a",".c","0","0"
"154","Extension not in DB","9/1/2018 12:37:26 AM","function_scope.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\function_scope.c","00","2f2a",".c","0","0"
"155","Extension not in DB","9/1/2018 12:37:27 AM","password.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\password.c","01","2f2a",".c","0","0"
"156","Extension not in DB","9/1/2018 12:37:26 AM","pointer.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\pointer.c","00","2f2a",".c","0","0"
"157","Extension not in DB","9/1/2018 12:37:26 AM","static_local.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\ICT1002-W9-LEC-CodeExamples\static_local.c","00","2f2a",".c","0","0"
"158","Extension not in DB","9/1/2018 12:37:27 AM","graphics2.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\graphics2.h","08","2f2f",".h","0","0"
"159","Extension not in DB","9/1/2018 12:37:27 AM","GUI.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\GUI.c","04","2369",".c","0","0"
"160","Extension not in DB","9/1/2018 12:37:27 AM","GUI.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\GUI.h","01","2364",".h","0","0"
"161","Extension not in DB","9/1/2018 12:37:28 AM","Makefile","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\Makefile","01","4343","","0","0"
"162","Extension not in DB","9/1/2018 12:37:28 AM","TicTacToe2D.c","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\TicTacToe2D.c","04","2369",".c","0","0"
"163","Extension not in DB","9/1/2018 12:37:27 AM","TicTacToe2D.h","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\TicTacToe2D.h","00","2364",".h","0","0"
"164","Extension not in DB","9/1/2018 12:37:27 AM","winbgi2.cpp","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1002-Programming Fundamentals\Week 9\TicTacToe-Week9-Start\winbgi2.cpp","51","2f2f",".cpp","0","0"
"165","Extension matches magic number","9/1/2018 12:37:28 AM","ASCII Table.docx","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\ASCII Table.docx","397","504b",".docx","0","0"
"166","Extension not in DB","9/1/2018 12:37:28 AM","Friday Lecturer Contact Information.txt","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Friday Lecturer Contact Information.txt","00","476f",".txt","0","0"
"167","Extension matches magic number","9/1/2018 12:37:29 AM","ICT 1003 Notes(From Wei Ren).pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\ICT 1003 Notes(From Wei Ren).pdf","30275","2550",".pdf","0","0"
"168","Extension matches magic number","9/1/2018 12:37:29 AM","Ict 1003 Team Exploration project Briefing.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Assignment\Ict 1003 Team Exploration project Briefing.pdf","1005","2550",".pdf","0","0"
"169","Extension matches magic number","9/1/2018 12:37:36 AM","Manual - Lab 1.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Lab\Manual - Lab 1.pdf","1241","2550",".pdf","0","0"
"170","Extension matches magic number","9/1/2018 12:37:36 AM","Manual - Lab 2.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Lab\Manual - Lab 2.pdf","1004","2550",".pdf","0","0"
"171","Extension matches magic number","9/1/2018 12:37:36 AM","Manual - Lab 3.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Lab\Manual - Lab 3.pdf","1259","2550",".pdf","0","0"
"172","Extension matches magic number","9/1/2018 12:37:36 AM","TI MSP430 Design Workshop (Extracts for Lab 1).pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Lab\TI MSP430 Design Workshop (Extracts for Lab 1).pdf","2768","2550",".pdf","0","0"
"173","Extension matches magic number","9/1/2018 12:37:29 AM","Installing Code Composer.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\Installing Code Composer.pdf","426","2550",".pdf","0","0"
"174","Extension matches magic number","9/1/2018 12:37:29 AM","artifacts.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\artifacts.jar","01","504b",".jar","1","0"
"175","Extension matches magic number","9/1/2018 12:37:37 AM","ccs_setup_6.2.0.00050.exe","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\ccs_setup_6.2.0.00050.exe","15550","4d5a",".exe","1","0"
"176","Extension matches magic number","9/1/2018 12:37:29 AM","content.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\content.jar","01","504b",".jar","1","0"
"177","Extension not in DB","9/1/2018 12:37:29 AM","README_FIRST.txt","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\README_FIRST.txt","01","436f",".txt","0","0"
